Race,,Dist,1000,Time,214.39
Split,Time,Secs,Vel,SR,
25,6.88,6.88,3.63,0,
50,11.23,4.35,5.75,0,
75,15.56,4.33,5.78,0,
100,19.97,4.42,5.66,0,
125,24.53,4.56,5.49,0,
150,29.19,4.66,5.36,122.45,
175,33.98,4.79,5.22,0,
200,38.86,4.88,5.12,0,
225,43.77,4.91,5.09,0,
250,48.82,5.05,4.95,0,
275,53.95,5.13,4.88,0,
300,59.14,5.2,4.81,106.19,
325,64.47,5.32,4.7,0,
350,69.79,5.32,4.7,0,
375,75.08,5.29,4.72,0,
400,80.42,5.34,4.68,0,
425,85.82,5.4,4.63,0,
450,91.25,5.43,4.6,0,
475,96.69,5.44,4.6,0,
500,102.17,5.48,4.57,109.09,
525,107.63,5.46,4.58,0,
550,113.15,5.52,4.53,0,
575,118.63,5.48,4.56,0,
600,124.16,5.53,4.52,0,
625,129.86,5.7,4.39,107.14,
650,135.63,5.77,4.33,106.19,
675,141.33,5.7,4.39,0,
700,146.91,5.58,4.48,0,
725,152.34,5.43,4.6,106.19,
750,157.76,5.42,4.61,0,
775,163.3,5.54,4.51,106.19,
800,168.76,5.46,4.58,0,
825,174.4,5.64,4.43,0,
850,180.21,5.81,4.3,0,
875,185.93,5.72,4.37,0,
900,191.59,5.66,4.42,105.26,
925,197.22,5.63,4.44,0,
950,202.94,5.72,4.37,110.09,
975,208.62,5.68,4.4,107.14,
1000,214.39,5.77,4.34,0,
Av,,5.36,4.7,27.15,
