Race,,Dist,1000,Time,270.47
Split,Time,Secs,Vel,SR,
25,8.06,8.06,3.1,117.96,
50,13.83,5.76,4.34,123.36,
75,19.81,5.98,4.18,117.42,
100,25.66,5.86,4.27,115.59,
125,31.67,6,4.17,112.57,
150,37.86,6.19,4.04,107.91,
175,44.15,6.29,3.97,104.9,
200,50.59,6.44,3.88,101.87,
225,57.25,6.66,3.76,100.5,
250,63.87,6.61,3.78,99.01,
275,70.53,6.66,3.75,98.36,
300,77.56,7.03,3.56,95.54,
325,84.44,6.88,3.63,95.39,
350,91.57,7.13,3.51,95.09,
375,98.36,6.79,3.68,92.45,
400,105.26,6.9,3.62,92.78,
425,112.4,7.14,3.5,90.91,
450,119.37,6.98,3.58,92.59,
475,126.4,7.02,3.56,92.31,
500,133.32,6.92,3.61,92.74,
525,140.33,7.01,3.56,91.22,
550,147.45,7.12,3.51,92.88,
575,154.24,6.78,3.68,92.17,
600,161.26,7.02,3.56,92.62,
625,168.12,6.86,3.64,92.74,
650,175.26,7.14,3.5,91.6,
675,182.37,7.11,3.52,92.17,
700,189.54,7.17,3.49,91.74,
725,196.38,6.84,3.65,92.94,
750,203.43,7.05,3.54,92.17,
775,210.21,6.77,3.69,94.49,
800,217.12,6.92,3.61,96.31,
825,223.78,6.66,3.76,94.74,
850,230.52,6.74,3.71,96.62,
875,237.35,6.83,3.66,95.69,
900,244.09,6.74,3.71,96.62,
925,250.8,6.71,3.73,99.67,
950,257.41,6.61,3.78,102.64,
975,263.93,6.53,3.83,105.45,
1000,270.47,6.53,3.83,107.84,
Av,,6.76,3.71,98.79,
