Race,,Dist,200,Time,40.41
Split,Time,Secs,Vel,SR,
25,6.84,6.84,3.65,121.12,
50,11.38,4.54,5.51,142.86,
75,15.88,4.49,5.56,142.18,
100,20.51,4.63,5.4,139.21,
125,25.3,4.8,5.21,136.02,
150,30.22,4.92,5.08,133.93,
175,35.21,4.98,5.02,130.15,
200,40.41,5.2,4.81,129.31,
Av,,5.05,5.03,134.35,
