Race,,Dist,200,Time,39.87
Split,Time,Secs,Vel,SR,
25,6.85,6.85,3.65,138.84,
50,11.39,4.54,5.51,153.85,
75,15.9,4.51,5.55,150.34,
100,20.49,4.59,5.44,144.93,
125,25.14,4.64,5.38,142.52,
150,29.92,4.78,5.23,140.19,
175,34.84,4.92,5.08,135.14,
200,39.88,5.04,4.97,131.58,
Av,,4.98,5.1,142.17,
