Race,,Dist,200m,Time,40.9
Split,Time,Secs,Vel,SR,
25,6.6,6.6,3.79,144.93,
50,11.07,4.47,5.6,162.56,
75,15.64,4.57,5.47,156.03,
100,20.47,4.83,5.18,150,
125,25.44,4.97,5.03,148.45,
150,30.46,5.02,4.98,142.86,
175,35.6,5.14,4.86,137.5,
200,40.9,5.3,4.72,134.42,
Av,,5.11,4.95,147.09,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
