Race,,Dist,200,Time,44.5
Split,Time,Secs,Vel,SR,
25,7.33,7.33,3.41,115.86,
50,12.35,5.03,4.97,133.04,
75,17.38,5.03,4.97,130.43,
100,22.53,5.14,4.86,128.21,
125,27.74,5.22,4.79,128.21,
150,33.2,5.46,4.58,123.97,
175,38.78,5.58,4.48,120.72,
200,44.49,5.71,4.38,120.22,
Av,,5.56,4.56,125.08,
