Race,,Dist,1000,Time,222.98
Split,Time,Secs,Vel,SR,
25,6.66,6.66,3.75,125.6,
50,11.3,4.64,5.39,132.74,
75,15.88,4.59,5.45,127.66,
100,20.61,4.73,5.28,123.85,
125,25.54,4.93,5.07,118.42,
150,30.57,5.03,4.97,115.63,
175,35.69,5.12,4.88,112.15,
200,40.93,5.24,4.77,110.2,
225,46.21,5.27,4.74,108.11,
250,51.51,5.3,4.72,106.51,
275,56.95,5.44,4.6,105.49,
300,62.44,5.49,4.55,103.45,
325,67.97,5.53,4.52,104.12,
350,73.69,5.72,4.37,102.08,
375,79.38,5.69,4.4,102.47,
400,85.07,5.69,4.39,100.42,
425,90.81,5.74,4.35,99.63,
450,96.65,5.84,4.28,99.59,
475,102.53,5.88,4.25,99.82,
500,108.37,5.84,4.28,99.08,
525,114.2,5.83,4.29,98.56,
550,120.07,5.87,4.26,98.18,
575,125.92,5.86,4.27,96.77,
600,131.87,5.94,4.21,97.12,
625,137.73,5.86,4.26,97.17,
650,143.61,5.88,4.25,96.77,
675,149.46,5.85,4.27,97.56,
700,155.23,5.77,4.33,96.6,
725,161.03,5.81,4.31,97.56,
750,166.8,5.76,4.34,98.9,
775,172.51,5.71,4.38,100.63,
800,178.16,5.65,4.42,101.89,
825,183.76,5.6,4.46,99.38,
850,189.31,5.55,4.5,100.63,
875,194.9,5.59,4.48,101.69,
900,200.52,5.63,4.44,104.85,
925,206.13,5.61,4.46,103.9,
950,211.7,5.57,4.49,102.27,
975,217.36,5.66,4.42,104.85,
1000,222.99,5.63,4.44,109.09,
Av,,5.57,4.51,105.04,
