Race,,Dist,200,Time,39.98
Split,Time,Secs,Vel,SR,
25,6.32,6.32,3.96,137.93,
50,10.92,4.6,5.44,152.67,
75,15.58,4.66,5.36,144.1,
100,20.27,4.69,5.33,142.52,
125,25.05,4.78,5.24,139.53,
150,29.92,4.87,5.13,135.44,
175,34.9,4.98,5.02,133.04,
200,39.97,5.07,4.94,128.48,
Av,,5,5.05,139.21,
