Race,,Dist,500,Time,115.21
Split,Time,Secs,Vel,SR,
25,7.08,7.08,3.53,116.77,
50,12.08,5,5,130.43,
75,17.19,5.11,4.89,126.85,
100,22.46,5.27,4.74,121.46,
125,27.79,5.32,4.7,117.65,
150,33.16,5.37,4.65,112.97,
175,38.58,5.42,4.61,110.88,
200,44.1,5.52,4.53,110.2,
225,49.64,5.54,4.51,109.76,
250,55.31,5.67,4.41,110.09,
275,60.98,5.67,4.41,108.65,
300,66.68,5.71,4.38,108.22,
325,72.55,5.87,4.26,108.89,
350,78.57,6.02,4.15,107.91,
375,84.57,5.99,4.17,107.33,
400,90.56,6,4.17,107.36,
425,96.55,5.98,4.18,106.76,
450,102.74,6.2,4.03,106.57,
475,108.97,6.23,4.01,106.01,
500,115.2,6.23,4.02,106.01,
Av,,5.76,4.37,112.04,
