Race,,Dist,200m,Time,41.07
Split,Time,Secs,Vel,SR,
25,7.04,7.04,3.55,127.08,
50,11.79,4.75,5.26,133.93,
75,16.49,4.71,5.31,128.57,
100,21.23,4.74,5.28,128.27,
125,25.99,4.76,5.25,130.12,
150,30.87,4.88,5.12,126.85,
175,35.95,5.08,4.92,123.01,
200,41.06,5.11,4.9,119.73,
Av,,5.13,4.95,127.19,
