Race,,Dist,500,Time,126.13
Split,Time,Secs,Vel,SR,
25,7.4,7.4,3.38,114.71,
50,12.98,5.58,4.48,117.88,
75,18.45,5.47,4.57,115.63,
100,24.21,5.76,4.34,113.42,
125,29.93,5.72,4.37,112.57,
150,35.83,5.89,4.24,109.09,
175,41.85,6.02,4.15,106.72,
200,47.93,6.08,4.11,106.95,
225,54.14,6.22,4.02,106.01,
250,60.55,6.41,3.9,105.08,
275,66.77,6.22,4.02,106.19,
300,73.33,6.56,3.81,104.76,
325,79.63,6.31,3.96,105.08,
350,86.07,6.44,3.88,104.53,
375,92.45,6.38,3.92,105.45,
400,99.08,6.63,3.77,103.94,
425,105.59,6.51,3.84,104.35,
450,112.24,6.65,3.76,103.13,
475,119.06,6.82,3.66,101.35,
500,126.12,7.06,3.54,97.63,
Av,,6.31,3.99,107.22,
