Race,,Dist,200m,Time,43.36
Split,Time,Secs,Vel,SR,
25,7.16,7.16,3.49,124.26,
50,12.06,4.91,5.1,148.45,
75,17.03,4.96,5.04,150,
100,22.09,5.06,4.94,144.1,
125,27.24,5.15,4.85,140.72,
150,32.57,5.33,4.69,140.43,
175,37.95,5.38,4.65,136.88,
200,43.35,5.4,4.63,134.97,
Av,,5.42,4.67,139.98,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
