Race,,Dist,500,Time,111.13
Split,Time,Secs,Vel,SR,
25,7.02,7.02,3.56,132.65,
50,11.68,4.66,5.36,143.17,
75,16.42,4.75,5.27,142.18,
100,21.1,4.68,5.34,136.36,
125,25.97,4.86,5.14,131.29,
150,31.01,5.05,4.96,129.59,
175,36.41,5.39,4.64,126.32,
200,41.88,5.48,4.56,121.95,
225,47.26,5.37,4.65,119.28,
250,52.81,5.55,4.5,121.21,
275,58.31,5.5,4.55,118.34,
300,64.08,5.76,4.34,116.5,
325,69.73,5.65,4.42,115.61,
350,75.63,5.9,4.24,112.99,
375,81.32,5.69,4.39,115.38,
400,87,5.68,4.4,114.29,
425,92.92,5.92,4.22,109.09,
450,99.14,6.22,4.02,107.72,
475,104.98,5.84,4.28,109.09,
500,111.12,6.14,4.08,108.11,
Av,,5.56,4.55,121.56,
