Race,,Dist,200,Time,48.21
Split,Time,Secs,Vel,SR,
25,7.4,7.4,3.38,107.29,
50,12.75,5.35,4.67,117.14,
75,18.23,5.48,4.56,114.5,
100,23.8,5.57,4.49,112.5,
125,29.5,5.7,4.38,108.87,
150,35.6,6.1,4.1,97.65,
175,41.84,6.23,4.01,96.77,
200,48.21,6.37,3.93,93.59,
Av,,6.03,4.19,106.04,
