Race,,Dist,200,Time,38.57
Split,Time,Secs,Vel,SR,
25,6.48,6.48,3.86,138.79,
50,10.87,4.39,5.69,151.52,
75,15.24,4.37,5.71,147.78,
100,19.7,4.46,5.61,144.23,
125,24.26,4.56,5.48,142.11,
150,28.91,4.65,5.38,140.52,
175,33.65,4.74,5.27,139.86,
200,38.58,4.93,5.08,135.75,
Av,,4.82,5.26,142.57,
