Race,,Dist,1000,Time,227.07
Split,Time,Secs,Vel,SR,
25,6.88,6.88,3.64,123.81,
50,11.6,4.73,5.29,123.57,
75,16.41,4.81,5.2,118.94,
100,21.44,5.03,4.97,115.38,
125,26.55,5.11,4.89,115.14,
150,31.77,5.22,4.79,115.14,
175,36.99,5.22,4.79,113.68,
200,42.17,5.19,4.82,113.45,
225,47.51,5.33,4.69,112.73,
250,52.82,5.32,4.7,111.8,
275,58.2,5.38,4.65,109.84,
300,63.63,5.43,4.61,108.22,
325,69.14,5.51,4.54,108,
350,74.76,5.61,4.45,105.88,
375,80.37,5.61,4.45,105.06,
400,86.01,5.64,4.43,104.45,
425,91.83,5.82,4.29,103.85,
450,97.48,5.64,4.43,105.26,
475,103.07,5.6,4.47,103.9,
500,108.81,5.73,4.36,103.85,
525,114.56,5.75,4.35,103.25,
550,120.34,5.78,4.32,102.08,
575,126.12,5.78,4.33,102.08,
600,132,5.88,4.25,101.89,
625,137.88,5.88,4.25,99.82,
650,143.6,5.72,4.37,101.69,
675,149.38,5.78,4.33,102.35,
700,155.16,5.78,4.32,103.85,
725,160.87,5.71,4.38,102.86,
750,166.71,5.84,4.28,102.08,
775,172.66,5.96,4.2,100.37,
800,178.6,5.94,4.21,100.93,
825,184.6,6,4.17,100,
850,190.65,6.05,4.13,100.56,
875,196.63,5.98,4.18,99.26,
900,202.57,5.94,4.21,97.76,
925,208.59,6.02,4.15,97.47,
950,214.67,6.08,4.11,96.43,
975,220.79,6.12,4.09,95.74,
1000,227.07,6.28,3.99,94.08,
Av,,5.68,4.43,105.66,
