Race,,Dist,200m,Time,46.15
Split,Time,Secs,Vel,SR,
25,7.33,7.33,3.41,124.81,
50,12.71,5.38,4.65,130.43,
75,18.1,5.39,4.64,125.79,
100,23.5,5.41,4.62,123.97,
125,29.04,5.54,4.51,120.72,
150,34.65,5.61,4.45,119.57,
175,40.35,5.7,4.39,118.34,
200,46.14,5.79,4.32,120.72,
Av,,5.77,4.38,123.04,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
