Race,,Dist,500,Time,01:19.3
Split,Time,Secs,Vel,SR,
25,5.98,5.98,4.18,126.32,
50,9.62,3.64,6.87,154.34,
75,13.1,3.48,7.19,155.34,
100,16.54,3.43,7.28,152.87,
125,20.05,3.52,7.1,151.9,
150,23.65,3.59,6.96,145.45,
175,27.33,3.69,6.78,137.7,
200,31.09,3.76,6.65,134.08,
225,34.89,3.8,6.58,132.08,
250,38.74,3.84,6.5,134.08,
275,42.59,3.85,6.49,138.16,
300,46.49,3.9,6.41,135.59,
325,50.39,3.9,6.41,138.33,
350,54.33,3.94,6.34,137.54,
375,58.35,4.02,6.22,135.59,
400,01:02.4,4.07,6.14,134.83,
425,01:06.5,4.09,6.11,133.66,
450,01:10.7,4.18,5.98,132.23,
475,01:14.9,4.24,5.89,131.15,
500,01:19.3,4.35,5.75,127.66,
Av,,3.96,6.39,138.44,
