Race,,Dist,200,Time,43.8
Split,Time,Secs,Vel,SR,
25,6.9,6.9,3.62,128.24,
50,11.64,4.74,5.27,145.7,
75,16.42,4.77,5.24,139.21,
100,21.32,4.9,5.1,131.07,
125,26.57,5.26,4.76,108.43,
150,32.16,5.58,4.48,99.59,
175,37.9,5.74,4.35,97.96,
200,43.8,5.9,4.24,96.43,
Av,,5.48,4.63,118.33,
