Race,,Dist,1000,Time,250.67
Split,Time,Secs,Vel,SR,
25,7.25,7.25,3.45,113.87,
50,12.43,5.18,4.82,125.52,
75,17.61,5.18,4.83,123.71,
100,22.83,5.22,4.79,119.73,
125,28.3,5.48,4.57,112.78,
150,33.84,5.53,4.52,107.87,
175,39.56,5.73,4.37,105.06,
200,45.4,5.83,4.28,101.89,
225,51.3,5.9,4.24,100.37,
250,57.3,6,4.17,98,
275,63.41,6.11,4.09,97.12,
300,69.52,6.11,4.09,97.12,
325,75.74,6.22,4.02,94.74,
350,81.98,6.24,4.01,94.9,
375,88.24,6.26,3.99,94.24,
400,94.64,6.4,3.91,94.08,
425,101.03,6.39,3.91,92.47,
450,107.47,6.44,3.88,92.47,
475,114,6.53,3.83,91.84,
500,120.41,6.42,3.9,93.26,
525,126.99,6.57,3.8,91.06,
550,133.56,6.57,3.81,91.37,
575,140.05,6.5,3.85,93.43,
600,146.6,6.55,3.82,92.78,
625,153.18,6.58,3.8,91.68,
650,159.83,6.64,3.76,91.99,
675,166.44,6.62,3.78,90.91,
700,173.04,6.6,3.79,91.88,
725,179.61,6.57,3.8,91.68,
750,186.18,6.56,3.81,92.78,
775,192.78,6.6,3.79,90.76,
800,199.31,6.53,3.83,93.75,
825,205.77,6.46,3.87,94.74,
850,212.16,6.39,3.91,94.57,
875,218.56,6.4,3.91,95.91,
900,224.97,6.41,3.9,97.56,
925,231.29,6.32,3.96,96.95,
950,237.67,6.38,3.92,95.74,
975,244.1,6.43,3.89,95.74,
1000,250.66,6.57,3.81,93.31,
Av,,6.27,4.01,97.99,
