Race,,Dist,200,Time,37.81
Split,Time,Secs,Vel,SR,
25,5.21,5.21,4.8,125,
50,8.97,3.76,6.65,144.58,
75,13.53,4.56,5.48,145.28,
100,18.2,4.67,5.36,143.54,
125,22.84,4.64,5.39,141.18,
150,27.83,4.99,5.01,139.83,
175,32.74,4.91,5.09,136.67,
200,37.8,5.07,4.94,134.83,
Av,,4.73,5.34,138.86,
