Race,,Dist,200,Time,38.32
Split,Time,Secs,Vel,SR,
25,6.29,6.29,3.97,134.95,
50,10.47,4.18,5.99,159.57,
75,14.64,4.17,6,153.85,
100,18.93,4.29,5.82,144,
125,23.43,4.5,5.55,125.29,
150,28.16,4.73,5.28,121.21,
175,33.16,5,5,116.88,
200,38.31,5.15,4.86,107.14,
Av,,4.79,5.31,132.86,
