Race,,Dist,500,Time,132.81
Split,Time,Secs,Vel,SR,
25,7.9,7.9,3.17,118.89,
50,13.83,5.94,4.21,122,
75,19.85,6.02,4.16,113.42,
100,25.74,5.89,4.24,110.09,
125,31.99,6.25,4,109.45,
150,38.17,6.18,4.04,109.49,
175,44.52,6.35,3.94,105.26,
200,51,6.48,3.86,102.56,
225,57.48,6.48,3.86,100.17,
250,64.67,7.19,3.48,98.51,
275,71.08,6.41,3.9,98,
300,78.07,6.99,3.57,96.31,
325,84.83,6.75,3.7,98.52,
350,91.47,6.64,3.77,97.4,
375,98.25,6.78,3.69,97.09,
400,104.92,6.67,3.75,99.5,
425,111.98,7.06,3.54,97.09,
450,118.35,6.37,3.93,95.07,
475,125.72,7.37,3.39,94.42,
500,132.81,7.09,3.53,93.31,
Av,,6.64,3.79,102.83,
