Race,,Dist,1000,Time,214.39
Split,Time,Secs,Vel,SR,
25,6.41,6.41,3.9,133.97,
50,10.87,4.46,5.6,144,
75,15.4,4.53,5.52,135.44,
100,20.08,4.68,5.34,129.5,
125,24.91,4.83,5.17,126.17,
150,29.76,4.85,5.16,124.14,
175,34.77,5.01,4.99,120.54,
200,39.87,5.11,4.89,118.42,
225,45.06,5.19,4.82,115.63,
250,50.28,5.22,4.79,116.88,
275,55.59,5.31,4.71,113.68,
300,60.88,5.28,4.73,112.97,
325,66.12,5.24,4.77,113.45,
350,71.37,5.25,4.76,112.5,
375,76.67,5.3,4.72,111.8,
400,82.08,5.4,4.63,112.5,
425,87.52,5.44,4.59,110.2,
450,92.96,5.44,4.6,111.34,
475,98.34,5.38,4.65,109.53,
500,103.74,5.4,4.63,111.57,
525,109.21,5.47,4.57,111.11,
550,114.73,5.52,4.53,110.5,
575,120.25,5.52,4.53,110.43,
600,125.77,5.52,4.53,111.34,
625,131.27,5.5,4.54,110.43,
650,136.75,5.47,4.57,109.31,
675,142.21,5.46,4.58,109.09,
700,147.74,5.53,4.52,108.43,
725,153.23,5.49,4.55,109.53,
750,158.76,5.53,4.52,110.43,
775,164.23,5.47,4.57,111.34,
800,169.74,5.5,4.54,112.15,
825,175.17,5.43,4.6,112.5,
850,180.7,5.53,4.52,113.92,
875,186.19,5.5,4.55,114.07,
900,191.71,5.52,4.53,112.5,
925,197.22,5.51,4.54,110.2,
950,202.87,5.65,4.42,108.22,
975,208.62,5.75,4.35,105.68,
1000,214.39,5.77,4.34,102.08,
Av,,5.36,4.68,114.69,
