Race,,Dist,500m,Time,01:44.5
Split,Time,Secs,Vel,SR,
25,6.52,6.52,3.84,129.23,
50,11.21,4.7,5.32,140.52,
75,15.93,4.72,5.3,133.33,
100,20.65,4.71,5.3,130.12,
125,25.48,4.83,5.18,126.17,
150,30.55,5.07,4.93,123.97,
175,35.52,4.98,5.02,119.21,
200,40.47,4.95,5.05,117.36,
225,45.73,5.26,4.75,115.14,
250,51.05,5.31,4.7,113.45,
275,56.39,5.34,4.68,113.21,
300,01:01.5,5.16,4.84,115.63,
325,01:06.8,5.28,4.74,116.38,
350,01:12.1,5.29,4.73,114.5,
375,01:17.3,5.2,4.8,114.65,
400,01:22.6,5.25,4.76,116.63,
425,01:27.9,5.3,4.72,116.63,
450,01:33.4,5.49,4.55,117.88,
475,01:38.9,5.54,4.51,117.42,
500,01:44.5,5.59,4.47,117.14,
Av,,5.22,4.81,120.43,
