Race,,Dist,500,Time,134.02
Split,Time,Secs,Vel,SR,
25,9.35,9.35,2.67,106.76,
50,14.99,5.64,4.43,111.94,
75,21.6,6.61,3.78,111.11,
100,27.34,5.74,4.36,108.43,
125,33.78,6.44,3.88,108.2,
150,40.04,6.26,3.99,106.38,
175,46.53,6.48,3.86,106.62,
200,52.96,6.43,3.89,105.26,
225,59.46,6.5,3.84,104.71,
250,66.38,6.92,3.61,102.8,
275,72.72,6.35,3.94,103.45,
300,79.68,6.96,3.59,102.64,
325,86.05,6.37,3.92,101.87,
350,92.97,6.92,3.61,102.17,
375,99.3,6.33,3.95,100.56,
400,106.43,7.13,3.51,100.46,
425,113.16,6.73,3.71,98.2,
450,120.29,7.13,3.51,100,
475,126.91,6.61,3.78,99.67,
500,134.03,7.12,3.51,96.49,
Av,,6.7,3.77,103.89,
