Race,,Dist,500,Time,117.35
Split,Time,Secs,Vel,SR,
25,7.18,7.18,3.48,121.92,
50,12.21,5.02,4.98,133.04,
75,17.31,5.1,4.9,127.39,
100,22.52,5.21,4.8,124.14,
125,27.89,5.37,4.65,116.73,
150,33.47,5.58,4.48,111.8,
175,39.1,5.63,4.44,112.36,
200,44.77,5.67,4.41,111.11,
225,50.52,5.75,4.35,107.53,
250,56.35,5.83,4.29,106.3,
275,62.18,5.84,4.28,107.53,
300,68.08,5.9,4.24,107.78,
325,74.13,6.04,4.14,108.5,
350,80.27,6.14,4.07,106.76,
375,86.38,6.12,4.09,107.14,
400,92.51,6.13,4.08,104.71,
425,98.72,6.21,4.02,106.72,
450,104.9,6.18,4.04,105.45,
475,111.08,6.18,4.04,104.71,
500,117.34,6.26,4,104.17,
Av,,5.87,4.29,111.79,
