Race,,Dist,200m,Time,41.36
Split,Time,Secs,Vel,SR,
25,6.59,6.59,3.79,117.84,
50,11.38,4.79,5.22,133.93,
75,16.2,4.81,5.19,133.63,
100,21.12,4.93,5.08,130.72,
125,26.09,4.97,5.03,130.72,
150,31.09,5,5,127.36,
175,36.17,5.08,4.92,124.71,
200,41.35,5.18,4.83,122.45,
Av,,5.17,4.88,127.67,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
