Race,,Dist,1000,Time,195.74
Split,Time,Secs,Vel,SR,
25,6.36,6.36,3.93,127.45,
50,10.46,4.1,6.1,147.54,
75,14.59,4.13,6.06,140.63,
100,18.82,4.23,5.91,135.98,
125,23.15,4.33,5.77,132.35,
150,27.6,4.45,5.62,130.75,
175,32.12,4.52,5.53,126.98,
200,36.73,4.61,5.42,123.57,
225,41.4,4.67,5.35,123.39,
250,46.07,4.67,5.35,123.01,
275,50.77,4.7,5.32,121.83,
300,55.51,4.74,5.28,121.08,
325,60.31,4.81,5.2,120.27,
350,65.12,4.81,5.2,120,
375,69.95,4.83,5.18,119.73,
400,74.82,4.87,5.13,120,
425,79.76,4.94,5.07,118.52,
450,84.67,4.91,5.09,118.16,
475,89.64,4.97,5.03,117.39,
500,94.62,4.98,5.02,117.65,
525,99.6,4.98,5.02,117.65,
550,104.6,5,5,117.9,
575,109.64,5.04,4.96,117.9,
600,114.65,5.02,4.98,117.39,
625,119.67,5.02,4.98,118.68,
650,124.66,4.99,5.01,118.94,
675,129.65,4.99,5.01,117.94,
700,134.67,5.02,4.98,118.16,
725,139.7,5.03,4.97,117.9,
750,144.72,5.03,4.97,117.9,
775,149.74,5.01,4.99,118.16,
800,154.8,5.07,4.93,116.13,
825,159.84,5.04,4.96,118.42,
850,164.83,4.99,5.01,117.39,
875,169.89,5.06,4.94,115.94,
900,174.96,5.06,4.94,116.63,
925,180.09,5.14,4.87,115.38,
950,185.28,5.18,4.82,114.89,
975,190.48,5.2,4.8,115.38,
1000,195.74,5.26,4.76,113.21,
Av,,4.89,5.14,121.2,
