Race,,Dist,200,Time,36.3
Split,Time,Secs,Vel,SR,
25,6.04,6.04,4.14,139.29,
50,10.05,4.01,6.23,161.73,
75,14.07,4.02,6.21,160,
100,18.23,4.16,6.01,154.64,
125,22.47,4.24,5.89,150,
150,26.88,4.41,5.67,143.54,
175,31.53,4.65,5.37,140.19,
200,36.3,4.77,5.24,132.35,
Av,,4.54,5.6,147.72,
