Race,,Dist,500,Time,119.6
Split,Time,Secs,Vel,SR,
25,7.14,7.14,3.5,122.99,
50,12.17,5.04,4.96,134.83,
75,17.31,5.14,4.86,128.65,
100,22.56,5.24,4.77,118.94,
125,27.95,5.4,4.63,112.97,
150,33.51,5.56,4.5,108.65,
175,39.17,5.66,4.42,105.06,
200,44.94,5.77,4.33,105.47,
225,50.72,5.78,4.33,104.85,
250,56.56,5.84,4.28,103.65,
275,62.52,5.96,4.2,105.08,
300,68.59,6.07,4.12,101.31,
325,74.79,6.2,4.03,101.12,
350,80.98,6.19,4.04,98.2,
375,87.31,6.33,3.95,96.09,
400,93.7,6.39,3.92,96.09,
425,100.1,6.41,3.9,93.26,
450,106.49,6.39,3.91,92.62,
475,112.92,6.43,3.89,91.78,
500,119.6,6.68,3.74,88.67,
Av,,5.98,4.21,105.51,
