Race,,Dist,200,Time,43.19
Split,Time,Secs,Vel,SR,
25,7.18,7.18,3.48,129.31,
50,12.03,4.85,5.16,153.49,
75,17.02,4.99,5.01,149.32,
100,22.08,5.06,4.94,145.16,
125,27.16,5.08,4.92,144.74,
150,32.32,5.17,4.84,139.53,
175,37.65,5.32,4.7,136.93,
200,43.19,5.54,4.52,134.08,
Av,,5.4,4.7,141.57,
