Race,,Dist,1000,Time,236.14
Split,Time,Secs,Vel,SR,
25,6.67,6.67,3.75,120.93,
50,11.43,4.76,5.25,127.36,
75,16.27,4.84,5.17,121.35,
100,21.32,5.05,4.95,116.88,
125,26.51,5.19,4.81,109.84,
150,31.78,5.27,4.74,106.19,
175,37.08,5.29,4.72,104.05,
200,42.57,5.49,4.55,100.63,
225,48.13,5.56,4.5,98.97,
250,53.86,5.73,4.36,98.56,
275,59.67,5.81,4.3,98.54,
300,65.5,5.83,4.29,96.39,
325,71.31,5.81,4.3,95.58,
350,77.24,5.94,4.21,92.84,
375,82.98,5.74,4.36,94.3,
400,88.69,5.71,4.38,95.24,
425,94.5,5.81,4.3,94.49,
450,100.25,5.75,4.34,96.58,
475,106.16,5.91,4.23,93.91,
500,112.12,5.95,4.2,96.58,
525,118.05,5.93,4.22,93.2,
550,124.08,6.04,4.14,91.08,
575,130.22,6.14,4.07,91.53,
600,136.31,6.09,4.1,92.49,
625,142.37,6.05,4.13,90.57,
650,148.53,6.16,4.06,91.22,
675,154.56,6.03,4.14,89.22,
700,160.64,6.08,4.12,88.56,
725,166.87,6.23,4.01,90.4,
750,173.08,6.21,4.03,89.89,
775,179.3,6.23,4.01,89.55,
800,185.55,6.24,4,88.89,
825,191.71,6.16,4.06,86.33,
850,197.94,6.23,4.01,90.4,
875,204.06,6.12,4.08,88.4,
900,210.29,6.23,4.01,85.26,
925,216.63,6.34,3.94,87.75,
950,223.04,6.41,3.9,88.67,
975,229.48,6.44,3.88,89.89,
1000,236.14,6.66,3.76,88.38,
Av,,5.9,4.26,96.27,
