Race,,Dist,500,Time,01:44.6
Split,Time,Secs,Vel,SR,
25,6.69,6.69,3.73,122.83,
50,11.17,4.47,5.59,150.34,
75,15.7,4.53,5.52,144.77,
100,20.38,4.68,5.34,137.3,
125,25.17,4.78,5.23,130.12,
150,30.09,4.92,5.08,126.32,
175,35.11,5.02,4.98,123.85,
200,40.18,5.08,4.92,122.2,
225,45.31,5.13,4.88,120.54,
250,50.53,5.22,4.79,119.73,
275,55.77,5.23,4.78,119.28,
300,01:01.0,5.29,4.73,119.21,
325,01:06.4,5.34,4.68,119.05,
350,01:11.7,5.27,4.75,122.73,
375,01:17.0,5.31,4.7,121.21,
400,01:22.3,5.36,4.66,123.2,
425,01:27.8,5.45,4.59,121.95,
450,01:33.3,5.55,4.5,120.97,
475,01:39.0,5.63,4.44,120.22,
500,01:44.6,5.64,4.44,117.65,
Av,,5.23,4.82,125.17,
