Race,,Dist,1000,Time,236.23
Split,Time,Secs,Vel,SR,
25,6.66,6.66,3.75,122.45,
50,11.6,4.94,5.06,131.58,
75,16.48,4.87,5.13,122.45,
100,21.47,5,5,121.08,
125,26.73,5.26,4.75,113.21,
150,32.08,5.34,4.68,111.57,
175,37.55,5.47,4.57,110.66,
200,43.17,5.62,4.45,106.51,
225,48.95,5.78,4.32,107.57,
250,54.48,5.53,4.52,110.2,
275,60.29,5.81,4.3,108.11,
300,65.99,5.7,4.38,107.36,
325,71.93,5.93,4.21,105.68,
350,77.99,6.07,4.12,104.35,
375,84.1,6.1,4.1,98.72,
400,90.16,6.07,4.12,100.19,
425,96.39,6.22,4.02,100.33,
450,102.58,6.2,4.03,100.93,
475,108.75,6.17,4.05,102.74,
500,114.79,6.04,4.14,104.05,
525,120.64,5.85,4.27,101.69,
550,126.84,6.2,4.03,99.26,
575,132.91,6.07,4.12,99.63,
600,138.98,6.07,4.12,99.82,
625,144.94,5.96,4.2,99.08,
650,151.05,6.11,4.09,97.3,
675,157.19,6.14,4.07,98,
700,163.46,6.27,3.98,98.36,
725,169.79,6.32,3.95,99.17,
750,175.75,5.96,4.19,101.31,
775,182,6.25,4,97.47,
800,188.04,6.04,4.14,103.45,
825,193.98,5.94,4.21,103.27,
850,200.18,6.2,4.03,100.93,
875,206.17,6,4.17,100.75,
900,212.71,6.53,3.83,101.52,
925,218.55,5.85,4.28,101.5,
950,224.67,6.12,4.09,97.83,
975,230.57,5.9,4.23,104.85,
1000,236.23,5.66,4.42,109.89,
Av,,5.91,4.25,105.12,
