Race,,Dist,500,Time,101.82
Split,Time,Secs,Vel,SR,
25,6.34,6.34,3.95,138.39,
50,10.8,4.46,5.6,151.13,
75,15.17,4.37,5.71,148.51,
100,19.67,4.5,5.56,141.84,
125,24.24,4.57,5.47,139.18,
150,28.88,4.63,5.4,138.89,
175,33.65,4.77,5.24,133.93,
200,38.46,4.81,5.2,132.03,
225,43.34,4.88,5.12,131,
250,48.36,5.02,4.98,128.48,
275,53.42,5.06,4.94,127.66,
300,58.47,5.06,4.94,127.66,
325,63.63,5.16,4.84,125.79,
350,68.92,5.29,4.73,123.46,
375,74.27,5.34,4.68,123.46,
400,79.64,5.37,4.66,122.45,
425,85.1,5.47,4.57,120.48,
450,90.61,5.5,4.54,119.05,
475,96.14,5.53,4.52,118.11,
500,101.83,5.68,4.4,114.07,
Av,,5.09,4.95,130.28,
