Race,,Dist,1000,Time,04:03.0
Split,Time,Secs,Vel,SR,
25,7.09,7.09,3.52,118.98,
50,12.28,5.19,4.82,117.14,
75,17.45,5.17,4.84,113.68,
100,22.82,5.36,4.66,108.84,
125,28.47,5.66,4.42,107.78,
150,34.23,5.75,4.35,99.63,
175,39.93,5.71,4.38,103.45,
200,45.67,5.74,4.35,106.09,
225,51.59,5.92,4.22,103.45,
250,57.58,5.99,4.17,102.08,
275,01:03.6,6,4.17,102.27,
300,01:09.6,6.05,4.13,99.63,
325,01:15.7,6.05,4.13,98.54,
350,01:21.6,5.9,4.23,100.19,
375,01:27.5,5.91,4.23,98.9,
400,01:33.5,6.04,4.14,98.54,
425,01:39.6,6.06,4.12,100.75,
450,01:45.8,6.16,4.06,98.54,
475,01:51.9,6.17,4.05,98.18,
500,01:58.0,6.07,4.12,98.54,
525,02:04.2,6.18,4.04,97.65,
550,02:10.4,6.23,4.01,96.43,
575,02:16.8,6.35,3.94,97.3,
600,02:23.0,6.21,4.02,98.2,
625,02:29.2,6.24,4,95.91,
650,02:35.4,6.14,4.07,96.77,
675,02:41.6,6.21,4.02,96.26,
700,02:47.8,6.26,3.99,97.47,
725,02:54.2,6.41,3.9,97.3,
750,03:00.7,6.41,3.9,97.24,
775,03:06.8,6.17,4.05,97.12,
800,03:13.0,6.14,4.07,97.56,
825,03:19.4,6.39,3.91,96.46,
850,03:25.7,6.35,3.93,100.37,
875,03:31.8,6.08,4.11,100,
900,03:38.0,6.16,4.06,97.12,
925,03:44.2,6.24,4,96.95,
950,03:50.4,6.21,4.03,95.43,
975,03:56.7,6.25,4,95.41,
1000,04:03.0,6.39,3.91,94.08,
Av,,6.08,4.13,100.41,
,,,,,
,,,,,
,,,,,
