Race,,Dist,1000,Time,225.76
Split,Time,Secs,Vel,SR,
25,6.57,6.57,3.8,120.18,
50,11.14,4.57,5.47,126.65,
75,15.74,4.6,5.44,121.62,
100,20.45,4.7,5.32,117.94,
125,25.33,4.89,5.12,112.41,
150,30.37,5.04,4.96,108.35,
175,35.49,5.12,4.89,107.38,
200,40.64,5.15,4.85,106.67,
225,45.88,5.24,4.77,105.06,
250,51.22,5.34,4.68,104.12,
275,56.59,5.36,4.66,101.48,
300,62.07,5.48,4.56,101.69,
325,67.55,5.48,4.56,97.96,
350,73.16,5.61,4.46,98.36,
375,78.75,5.59,4.48,97.76,
400,84.48,5.73,4.36,96.6,
425,90.17,5.69,4.39,95.62,
450,95.92,5.75,4.35,97.17,
475,101.65,5.74,4.36,95.05,
500,107.49,5.83,4.29,95.74,
525,113.3,5.81,4.3,92.51,
550,119.03,5.73,4.36,92.84,
575,124.93,5.9,4.24,92.66,
600,130.9,5.97,4.19,93.59,
625,136.94,6.04,4.14,93.93,
650,143.02,6.08,4.11,94.57,
675,149.01,5.99,4.17,93.57,
700,154.91,5.89,4.24,93.2,
725,160.78,5.87,4.26,93.39,
750,166.6,5.82,4.3,94.12,
775,172.4,5.8,4.31,96.09,
800,178.15,5.75,4.35,93.02,
825,183.9,5.75,4.35,91.5,
850,189.61,5.71,4.38,93.2,
875,195.41,5.81,4.31,93.57,
900,201.35,5.94,4.21,92.62,
925,207.33,5.98,4.18,91.78,
950,213.29,5.96,4.2,93.02,
975,219.29,6,4.17,93.93,
1000,225.77,6.48,3.86,91.43,
Av,,5.64,4.46,99.31,
