Race,,Dist,1000m,Time,03:26.2
Split,Time,Secs,Vel,SR,
25,6.65,6.65,3.76,121.88,
50,10.98,4.33,5.77,137.06,
75,15.24,4.26,5.86,131.51,
100,19.63,4.38,5.7,127.32,
125,24.12,4.5,5.56,124.42,
150,28.76,4.63,5.4,120.3,
175,33.48,4.73,5.29,118.23,
200,38.37,4.88,5.12,115.14,
225,43.33,4.96,5.04,113.74,
250,48.33,5,5,111.89,
275,53.39,5.07,4.93,109.59,
300,58.48,5.08,4.92,108.43,
325,01:03.6,5.09,4.91,108.11,
350,01:08.7,5.14,4.86,107.87,
375,01:13.9,5.16,4.84,106.19,
400,01:19.0,5.12,4.89,105.96,
425,01:24.2,5.21,4.8,104.8,
450,01:29.4,5.22,4.79,106.3,
475,01:34.7,5.23,4.78,105.96,
500,01:39.9,5.23,4.78,106.19,
525,01:45.2,5.3,4.72,105.26,
550,01:50.5,5.31,4.71,103.45,
575,01:55.8,5.33,4.69,102.47,
600,02:01.1,5.31,4.7,102.35,
625,02:06.4,5.3,4.71,105.73,
650,02:11.7,5.25,4.76,105.26,
675,02:17.0,5.32,4.7,104.58,
700,02:22.3,5.33,4.69,105.06,
725,02:27.7,5.35,4.67,104.8,
750,02:33.2,5.47,4.57,104.45,
775,02:38.5,5.39,4.64,105.73,
800,02:43.9,5.38,4.65,107.36,
825,02:49.3,5.36,4.66,105.03,
850,02:54.6,5.31,4.7,108,
875,02:59.9,5.26,4.75,107.14,
900,03:05.1,5.22,4.79,108.87,
925,03:10.3,5.23,4.78,110.85,
950,03:15.6,5.25,4.76,109.76,
975,03:20.8,5.28,4.73,112.03,
1000,03:26.2,5.4,4.62,113.21,
Av,,5.16,4.88,110.56,
