Race,,Dist,200m,Time,46.89
Split,Time,Secs,Vel,SR,
25,7.46,7.46,3.35,125.17,
50,12.79,5.33,4.69,135.25,
75,18.25,5.46,4.57,131.21,
100,23.7,5.45,4.59,129.92,
125,29.28,5.59,4.47,129.16,
150,34.96,5.67,4.41,127.41,
175,40.83,5.88,4.25,126.68,
200,46.89,6.06,4.13,121.1,
Av,,5.86,4.31,128.24,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
