Race,,Dist,1000,Time,211.45
Split,Time,Secs,Vel,SR,
25,6.77,6.77,3.69,126.42,
50,11.12,4.35,5.75,143.88,
75,15.5,4.39,5.7,140.63,
100,19.94,4.44,5.63,133,
125,24.54,4.59,5.44,131.71,
150,29.19,4.66,5.37,127.96,
175,33.98,4.79,5.22,123.85,
200,38.81,4.83,5.17,122.17,
225,43.7,4.88,5.12,121.21,
250,48.68,4.99,5.01,118.68,
275,53.81,5.13,4.87,117.14,
300,58.94,5.13,4.87,117.65,
325,64.11,5.17,4.84,117.88,
350,69.31,5.21,4.8,117.9,
375,74.57,5.26,4.75,115.63,
400,79.84,5.27,4.74,114.89,
425,85.15,5.31,4.71,114.41,
450,90.55,5.4,4.63,113.68,
475,96,5.45,4.58,112.99,
500,101.46,5.46,4.58,112.5,
525,106.94,5.48,4.56,113.21,
550,112.47,5.53,4.52,112.03,
575,118.04,5.56,4.49,111.32,
600,123.57,5.54,4.52,111.34,
625,129.03,5.46,4.58,111.11,
650,134.65,5.61,4.46,111.11,
675,140.27,5.63,4.44,110.43,
700,145.99,5.71,4.38,110.88,
725,151.62,5.63,4.44,110.29,
750,157.3,5.68,4.4,110.66,
775,162.86,5.57,4.49,111.32,
800,168.38,5.51,4.54,113.68,
825,173.84,5.46,4.58,114.29,
850,179.27,5.43,4.61,112.5,
875,184.68,5.41,4.62,114.16,
900,189.96,5.28,4.74,115.63,
925,195.27,5.31,4.7,116.13,
950,200.61,5.34,4.68,117.42,
975,205.99,5.38,4.65,117.14,
1000,211.45,5.47,4.58,117.65,
Av,,5.29,4.76,117.66,
