Race,,Dist,1000,Time,218.15
Split,Time,Secs,Vel,SR,
25,6.44,6.44,3.88,137.25,
50,11.01,4.57,5.47,143.88,
75,15.53,4.52,5.53,139.18,
100,20.13,4.6,5.43,136.67,
125,24.82,4.69,5.33,133.66,
150,29.59,4.77,5.25,130.43,
175,34.46,4.87,5.13,126.46,
200,39.33,4.87,5.13,124.71,
225,44.36,5.03,4.97,123.71,
250,49.4,5.04,4.96,123.29,
275,54.44,5.04,4.96,121.9,
300,59.57,5.13,4.87,119.21,
325,64.74,5.17,4.84,118.68,
350,69.99,5.25,4.76,118.58,
375,75.39,5.4,4.63,115.88,
400,80.75,5.36,4.66,115.83,
425,86.08,5.33,4.69,115.14,
450,91.56,5.47,4.57,115.63,
475,97.07,5.51,4.54,114.29,
500,102.6,5.53,4.52,111.34,
525,108.27,5.68,4.4,111.52,
550,113.93,5.66,4.42,112.03,
575,119.53,5.6,4.47,111.11,
600,125.18,5.65,4.43,110.2,
625,130.79,5.61,4.46,110.2,
650,136.46,5.67,4.41,110.5,
675,142.05,5.59,4.47,111.8,
700,147.7,5.65,4.42,109.98,
725,153.38,5.68,4.4,108.7,
750,159.05,5.67,4.41,108,
775,164.68,5.64,4.43,108.43,
800,170.37,5.68,4.4,107.14,
825,176.22,5.85,4.28,105.63,
850,182.01,5.79,4.32,105.88,
875,187.77,5.76,4.34,106.51,
900,193.65,5.88,4.25,104.45,
925,199.67,6.02,4.15,100.37,
950,205.76,6.09,4.1,98.9,
975,211.83,6.07,4.12,97.65,
1000,218.15,6.32,3.96,95.07,
Av,,5.45,4.62,115.5,
