Race,,Dist,200m,Time,40.87
Split,Time,Secs,Vel,SR,
25,6.34,6.34,3.94,125.2,
50,10.89,4.55,5.49,143.54,
75,15.61,4.72,5.3,138.57,
100,20.43,4.82,5.19,133.33,
125,25.41,4.99,5.01,129.03,
150,30.49,5.08,4.92,126.05,
175,35.63,5.13,4.87,121.9,
200,40.86,5.24,4.78,121.62,
Av,,5.11,4.94,129.91,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
