Race,,Dist,200m,Time,39.78
Split,Time,Secs,Vel,SR,
25,6.54,6.54,3.82,136.14,
50,10.98,4.44,5.63,157.89,
75,15.46,4.48,5.58,154.93,
100,20.09,4.63,5.4,153.45,
125,24.8,4.71,5.3,146.02,
150,29.64,4.83,5.17,142.52,
175,34.63,4.99,5.01,139.53,
200,39.78,5.15,4.85,133.33,
Av,,4.97,5.1,145.48,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
