Race,,Dist,500m,Time,01:46.5
Split,Time,Secs,Vel,SR,
25,7.09,7.09,3.52,115.9,
50,11.78,4.69,5.33,131.39,
75,16.45,4.66,5.36,127.36,
100,21.25,4.8,5.21,124.14,
125,26.19,4.94,5.06,123.85,
150,31.21,5.02,4.98,112.15,
175,36.35,5.15,4.86,111.11,
200,41.54,5.19,4.82,111.37,
225,46.78,5.24,4.77,111.34,
250,52.07,5.29,4.72,110.2,
275,57.43,5.35,4.67,109.34,
300,01:02.8,5.39,4.64,109.09,
325,01:08.2,5.36,4.66,107.36,
350,01:13.6,5.4,4.63,107.14,
375,01:19.0,5.42,4.61,107.14,
400,01:24.5,5.45,4.59,108,
425,01:29.9,5.49,4.56,108.22,
450,01:35.4,5.44,4.59,107.78,
475,01:40.9,5.53,4.52,107.14,
500,01:46.5,5.57,4.49,105.73,
Av,,5.32,4.73,112.79,
