Race,,Dist,200,Time,43.81
Split,Time,Secs,Vel,SR,
25,7.83,7.83,3.19,127.12,
50,12.66,4.83,5.18,140.52,
75,17.52,4.85,5.15,135.14,
100,22.46,4.95,5.05,132.16,
125,27.54,5.08,4.92,129.87,
150,32.81,5.27,4.75,127.39,
175,38.26,5.46,4.58,125.26,
200,43.8,5.54,4.52,125.71,
Av,,5.48,4.67,130.4,
