Race,,Dist,1000m,Time,03:18.6
Split,Time,Secs,Vel,SR,
25,6.59,6.59,3.79,123.22,
50,10.92,4.33,5.77,135.21,
75,15.2,4.27,5.85,130.43,
100,19.57,4.38,5.71,125.98,
125,24.08,4.51,5.55,123.08,
150,28.67,4.58,5.45,120.6,
175,33.34,4.67,5.35,118.68,
200,38.04,4.7,5.31,117.07,
225,42.83,4.79,5.21,115.38,
250,47.67,4.83,5.17,114.56,
275,52.52,4.85,5.15,112.94,
300,57.38,4.86,5.14,109.84,
325,01:02.3,4.93,5.07,110.6,
350,01:07.4,5.06,4.94,108.65,
375,01:12.6,5.19,4.82,108.84,
400,01:17.7,5.13,4.87,108.6,
425,01:22.8,5.08,4.93,109.53,
450,01:27.8,5.06,4.94,107.87,
475,01:32.9,5.07,4.93,106.19,
500,01:38.0,5.06,4.94,105.26,
525,01:43.1,5.16,4.84,105.06,
550,01:48.5,5.35,4.68,106.19,
575,01:53.9,5.46,4.58,105.47,
600,01:59.2,5.29,4.73,105.49,
625,02:04.4,5.14,4.87,108.6,
650,02:09.4,5.07,4.93,106.9,
675,02:14.6,5.12,4.89,106.67,
700,02:19.6,5.08,4.92,108.22,
725,02:24.5,4.86,5.15,107.38,
750,02:29.6,5.09,4.91,107.14,
775,02:34.6,5.04,4.96,110.34,
800,02:39.7,5.03,4.97,109.09,
825,02:44.6,4.94,5.06,109.98,
850,02:49.3,4.66,5.37,101.94,
875,02:54.1,4.84,5.17,111.63,
900,02:59.0,4.87,5.13,111.89,
925,03:03.7,4.78,5.23,113.48,
950,03:08.7,4.91,5.09,114.83,
975,03:13.7,5.04,4.96,115.38,
1000,03:18.6,4.88,5.13,110.85,
Av,,4.96,5.06,112.23,
