Race,,Dist,200,Time,41.62
Split,Time,Secs,Vel,SR,
25,6.49,6.49,3.85,132.7,
50,11.24,4.75,5.27,144.58,
75,16.03,4.79,5.22,139.21,
100,20.99,4.96,5.04,136.36,
125,25.97,4.98,5.02,136.65,
150,31.07,5.1,4.9,131.58,
175,36.3,5.23,4.78,127.12,
200,41.63,5.33,4.7,127.39,
Av,,5.2,4.85,134.45,
