Race,,Dist,200,Time,45.91
Split,Time,Secs,Vel,SR,
25,7.53,7.53,3.32,125,
50,12.94,5.42,4.62,134.69,
75,18.34,5.39,4.64,129.31,
100,23.72,5.38,4.65,125.71,
125,29.17,5.45,4.59,124.22,
150,34.74,5.57,4.48,126.2,
175,40.33,5.59,4.48,128.65,
200,45.92,5.59,4.47,123.71,
Av,,5.74,4.4,127.19,
