Race,,Dist,1000,Time,215.8
Split,Time,Secs,Vel,SR,
25,6.33,6.33,3.95,135.48,
50,10.6,4.27,5.86,150.42,
75,14.96,4.36,5.73,143.62,
100,19.39,4.43,5.65,136.36,
125,23.98,4.59,5.45,131.71,
150,28.62,4.65,5.38,129.19,
175,33.43,4.81,5.2,126.17,
200,38.27,4.84,5.17,125.29,
225,43.13,4.86,5.14,123.85,
250,48.03,4.91,5.1,122.45,
275,53.09,5.06,4.94,120.97,
300,58.23,5.14,4.86,121.08,
325,63.35,5.12,4.88,119.47,
350,68.5,5.15,4.85,117.9,
375,73.73,5.22,4.79,116.88,
400,79.05,5.32,4.7,115.38,
425,84.37,5.32,4.7,114.29,
450,89.73,5.36,4.66,112.73,
475,95.13,5.4,4.63,112.03,
500,100.54,5.41,4.62,111.57,
525,105.97,5.43,4.6,112.03,
550,111.46,5.49,4.55,109.76,
575,117.02,5.56,4.49,108.65,
600,122.59,5.56,4.49,108,
625,128.18,5.59,4.47,108.22,
650,133.79,5.61,4.46,106.72,
675,139.44,5.65,4.43,105.68,
700,145.1,5.66,4.41,104.85,
725,150.76,5.66,4.42,104.65,
750,156.46,5.7,4.39,104.05,
775,162.22,5.76,4.34,101.5,
800,167.99,5.77,4.33,101.89,
825,173.73,5.75,4.35,101.27,
850,179.44,5.71,4.38,101.12,
875,185.43,5.99,4.17,99.08,
900,191.36,5.93,4.22,97.76,
925,197.24,5.88,4.25,95.91,
950,203.22,5.98,4.18,94.67,
975,209.38,6.15,4.06,92.31,
1000,215.8,6.42,3.9,84.36,
Av,,5.39,4.68,113.23,
