Race,,Dist,1000,Time,221.86
Split,Time,Secs,Vel,SR,
25,6.89,6.89,3.63,127.47,
50,11.46,4.57,5.47,132.03,
75,16.05,4.59,5.44,130.75,
100,20.86,4.8,5.2,125,
125,25.68,4.82,5.19,122.73,
150,30.61,4.93,5.07,120.27,
175,35.56,4.95,5.05,118.68,
200,40.62,5.06,4.94,117.65,
225,45.79,5.17,4.83,118.16,
250,51.12,5.32,4.69,115.38,
275,56.45,5.33,4.69,114.89,
300,61.83,5.38,4.65,112.73,
325,67.38,5.55,4.5,110.29,
350,72.97,5.59,4.47,110.43,
375,78.59,5.62,4.45,109.31,
400,84.26,5.67,4.41,107.78,
425,90.01,5.75,4.35,107.14,
450,95.8,5.8,4.31,106.09,
475,101.64,5.83,4.29,107.78,
500,107.46,5.83,4.29,104.9,
525,113.22,5.76,4.34,107.36,
550,118.95,5.73,4.36,106.93,
575,124.77,5.82,4.3,107.36,
600,130.61,5.84,4.28,107.91,
625,136.44,5.83,4.29,105.47,
650,142.33,5.89,4.25,104.65,
675,148.18,5.85,4.28,106.57,
700,154.02,5.84,4.28,103.85,
725,159.86,5.84,4.28,103.65,
750,165.7,5.84,4.28,104.45,
775,171.47,5.78,4.33,106.09,
800,177.26,5.79,4.32,104.35,
825,182.96,5.69,4.39,105.88,
850,188.29,5.33,4.69,112.73,
875,193.58,5.29,4.73,113.45,
900,199.05,5.47,4.57,110.88,
925,204.68,5.63,4.44,111.11,
950,210.3,5.62,4.45,109.98,
975,216.05,5.76,4.34,108.3,
1000,221.86,5.81,4.31,105.73,
Av,,5.55,4.54,111.65,
