Race,,Dist,1000,Time,235.48
Split,Time,Secs,Vel,SR,
25,7.1,7.1,3.52,120.93,
50,12.02,4.91,5.09,118.68,
75,17.02,5,5,119.73,
100,22.21,5.19,4.82,114.65,
125,27.54,5.33,4.69,113.45,
150,32.96,5.42,4.61,112.03,
175,38.5,5.54,4.51,110.88,
200,44.12,5.62,4.45,109.89,
225,49.81,5.7,4.39,108.22,
250,55.61,5.8,4.31,106.93,
275,61.31,5.7,4.39,106.51,
300,67.03,5.72,4.37,105.45,
325,73,5.97,4.19,104.25,
350,78.95,5.95,4.2,105.47,
375,84.74,5.79,4.32,103.85,
400,90.55,5.82,4.3,103.45,
425,96.5,5.94,4.21,103.25,
450,102.76,6.26,3.99,101.52,
475,108.84,6.08,4.11,102.27,
500,114.95,6.11,4.09,102.04,
525,121.05,6.09,4.1,102.86,
550,127.12,6.08,4.11,102.92,
575,133.11,5.99,4.17,103.25,
600,139.03,5.92,4.22,105.06,
625,144.92,5.89,4.25,104.53,
650,150.86,5.93,4.21,104.45,
675,156.83,5.97,4.19,102.66,
700,162.96,6.13,4.08,100.56,
725,169.16,6.2,4.03,99.5,
750,175.26,6.1,4.1,100.75,
775,181.41,6.15,4.06,101.89,
800,187.51,6.1,4.1,99.63,
825,193.44,5.94,4.21,102.74,
850,199.41,5.97,4.19,104.45,
875,205.36,5.95,4.2,103.85,
900,211.36,6,4.17,104.05,
925,217.26,5.9,4.23,103.63,
950,223.26,6,4.17,103.25,
975,229.41,6.15,4.07,103.99,
1000,235.47,6.06,4.13,105.26,
Av,,5.89,4.26,105.82,
