Race,,Dist,500,Time,107.59
Split,Time,Secs,Vel,SR,
25,6.51,6.51,3.84,141.65,
50,11.07,4.56,5.48,144.93,
75,15.82,4.75,5.26,137.3,
100,20.69,4.87,5.13,132.45,
125,25.36,4.67,5.36,119.7,
150,30.36,5,5,120.81,
175,35.5,5.14,4.87,120.48,
200,40.74,5.24,4.77,120.27,
225,46.06,5.32,4.7,120.48,
250,51.28,5.22,4.79,116.22,
275,56.8,5.52,4.53,114.07,
300,62.34,5.54,4.51,114.16,
325,67.86,5.51,4.53,114.07,
350,73.36,5.5,4.54,114.89,
375,78.99,5.63,4.44,114.94,
400,84.38,5.39,4.64,121.46,
425,90.13,5.75,4.35,114.94,
450,95.9,5.78,4.33,113.42,
475,101.69,5.78,4.32,112.99,
500,107.59,5.9,4.24,109.69,
Av,,5.38,4.68,120.95,
