Race,,Dist,200m,Time,40.09
Split,Time,Secs,Vel,SR,
25,6.57,6.57,3.8,128,
50,11.05,4.48,5.59,143,
75,15.61,4.56,5.49,142,
100,20.28,4.67,5.35,139,
125,25.07,4.79,5.21,136,
150,30.01,4.94,5.06,132,
175,34.95,4.94,5.06,129,
200,40.09,5.14,4.87,127,
Av,,5.01,5.05,134,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
