Race,,Dist,500,Time,111.17
Split,Time,Secs,Vel,SR,
25,7.02,7.02,3.56,128.64,
50,11.83,4.8,5.21,140.43,
75,16.58,4.75,5.26,136.71,
100,21.48,4.9,5.1,132.74,
125,26.46,4.98,5.02,131,
150,31.53,5.07,4.93,128.21,
175,36.69,5.17,4.84,125.79,
200,41.97,5.28,4.74,125,
225,47.37,5.4,4.63,123.46,
250,52.86,5.49,4.56,123.71,
275,58.35,5.48,4.56,121.46,
300,63.87,5.52,4.53,119.52,
325,69.46,5.59,4.47,116.73,
350,75.25,5.78,4.32,116.73,
375,81.13,5.89,4.25,117.02,
400,87.08,5.95,4.2,116.28,
425,93,5.92,4.23,117.02,
450,98.88,5.88,4.25,107.91,
475,104.91,6.02,4.15,114.94,
500,111.17,6.26,3.99,109.29,
Av,,5.56,4.54,122.63,
