Race,,Dist,1000,Time,237.11
Split,Time,Secs,Vel,SR,
25,6.95,6.95,3.6,123.53,
50,11.84,4.89,5.11,131.87,
75,16.79,4.95,5.05,125.29,
100,21.93,5.14,4.86,120.54,
125,27.24,5.31,4.71,116.13,
150,32.69,5.45,4.59,124.29,
175,38.33,5.64,4.44,110.66,
200,44.07,5.74,4.35,109.09,
225,49.87,5.8,4.31,107.14,
250,55.68,5.81,4.3,105.47,
275,61.29,5.6,4.46,110.2,
300,67.09,5.81,4.3,104.45,
325,72.98,5.89,4.24,101.5,
350,78.93,5.95,4.2,100.37,
375,85.06,6.13,4.08,101.35,
400,90.86,5.8,4.31,91.78,
425,97.01,6.15,4.06,96.95,
450,103.21,6.2,4.03,97.3,
475,109.35,6.14,4.07,96.95,
500,115.11,5.76,4.34,100,
525,121.37,6.27,3.99,95.91,
550,127.67,6.29,3.97,96.09,
575,133.91,6.24,4.01,93.75,
600,140.25,6.35,3.94,105.08,
625,146.44,6.18,4.04,86.64,
650,152.92,6.48,3.86,92.94,
675,159.15,6.23,4.01,92.13,
700,165.44,6.29,3.98,104.17,
725,171.56,6.13,4.08,92.94,
750,177.4,5.84,4.28,98.77,
775,183.58,6.18,4.05,92.47,
800,189.51,5.94,4.21,90.74,
825,195.54,6.03,4.15,89.05,
850,201.37,5.83,4.29,94.49,
875,207.74,6.37,3.93,90.57,
900,213.76,6.01,4.16,92.94,
925,219.53,5.78,4.33,90.32,
950,225.31,5.78,4.33,91.95,
975,231.1,5.79,4.32,83,
1000,237.11,6.01,4.17,87.75,
Av,,5.93,4.24,100.91,
