Race,,Dist,200m,Time,39.69
Split,Time,Secs,Vel,SR,
25,6.49,6.49,3.85,146.82,
50,11,4.51,5.54,161.76,
75,15.53,4.52,5.53,155.04,
100,20.15,4.62,5.41,148.98,
125,24.8,4.65,5.37,147.65,
150,29.61,4.81,5.2,145.28,
175,34.58,4.97,5.03,141.63,
200,39.68,5.11,4.9,135.75,
Av,,4.96,5.1,147.86,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
