Race,,Dist,200m,Time,50.95
Split,Time,Secs,Vel,SR,
25,8.03,8.03,3.11,125.33,
50,13.69,5.66,4.41,137.67,
75,19.51,5.81,4.3,132.11,
100,25.6,6.09,4.1,122,
125,31.83,6.23,4.01,115.38,
150,38.11,6.28,3.98,114.58,
175,44.46,6.35,3.94,112.05,
200,50.95,6.49,3.86,111.11,
Av,,6.37,3.96,121.28,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
