Race,,Dist,200,Time,40.86
Split,Time,Secs,Vel,SR,
25,6.7,6.7,3.73,127.43,
50,11.22,4.52,5.53,143.54,
75,15.83,4.61,5.42,143.54,
100,20.53,4.7,5.32,138.25,
125,25.5,4.98,5.02,133.33,
150,30.49,4.99,5.01,127.36,
175,35.61,5.12,4.89,122.95,
200,40.86,5.25,4.77,116.88,
Av,,5.11,4.96,131.66,
