Race,,Dist,500,Time,127.63
Split,Time,Secs,Vel,SR,
25,7.53,7.53,3.32,113.74,
50,13.21,5.68,4.4,117.65,
75,19.1,5.89,4.25,114.07,
100,25.05,5.95,4.2,112.78,
125,30.83,5.79,4.32,109.49,
150,36.88,6.04,4.14,108.22,
175,43.05,6.17,4.05,106.01,
200,49.24,6.2,4.04,105.26,
225,55.58,6.33,3.95,104.17,
250,61.96,6.38,3.92,101.01,
275,68.62,6.66,3.76,101.69,
300,75.15,6.53,3.83,101.52,
325,81.51,6.36,3.93,102.21,
350,88.08,6.58,3.8,101.87,
375,94.36,6.28,3.98,104.17,
400,100.99,6.63,3.77,105.43,
425,107.41,6.42,3.89,104.71,
450,113.99,6.58,3.8,103.45,
475,120.92,6.92,3.61,104.5,
500,127.63,6.71,3.73,104.9,
Av,,6.38,3.93,106.34,
