Race,,Dist,1000m,Time,03:57.9
Split,Time,Secs,Vel,SR,
25,7.13,7.13,3.51,117.12,
50,12.04,4.91,5.09,120.54,
75,17.11,5.07,4.93,114.41,
100,22.45,5.34,4.68,107.78,
125,27.81,5.36,4.66,105.96,
150,33.3,5.5,4.55,103.67,
175,38.9,5.59,4.47,102.27,
200,44.56,5.67,4.41,103.25,
225,50.24,5.67,4.41,101.05,
250,55.97,5.74,4.36,99.82,
275,01:01.7,5.76,4.34,100.21,
300,01:07.5,5.78,4.32,100,
325,01:13.4,5.89,4.24,100.75,
350,01:19.4,5.99,4.17,97.3,
375,01:25.4,6.04,4.14,97.36,
400,01:31.5,6.08,4.11,98,
425,01:37.6,6.05,4.13,96.43,
450,01:43.6,5.99,4.18,98.54,
475,01:49.7,6.13,4.08,95.74,
500,01:55.8,6.12,4.08,98.18,
525,02:01.9,6.09,4.1,98.72,
550,02:08.0,6.05,4.13,98.36,
575,02:14.0,6.09,4.1,96.95,
600,02:20.0,5.97,4.18,96.77,
625,02:26.0,5.95,4.2,98.18,
650,02:31.9,5.94,4.21,96.6,
675,02:37.9,6.03,4.14,96.39,
700,02:44.0,6.09,4.11,96.26,
725,02:50.0,5.98,4.18,96.95,
750,02:55.9,5.91,4.23,97.76,
775,03:01.8,5.92,4.23,98,
800,03:08.0,6.15,4.07,96.77,
825,03:14.1,6.13,4.08,98.54,
850,03:20.3,6.14,4.07,98.18,
875,03:26.4,6.11,4.09,99.63,
900,03:32.5,6.12,4.08,97.65,
925,03:38.7,6.24,4,95.91,
950,03:45.0,6.32,3.96,94.9,
975,03:51.4,6.33,3.95,93.1,
1000,03:57.9,6.48,3.86,89.72,
Av,,5.95,4.22,99.84,
