Race,,Dist,500,Time,114.09
Split,Time,Secs,Vel,SR,
25,6.77,6.77,3.69,134.25,
50,11.67,4.9,5.1,141.03,
75,16.61,4.94,5.06,134.83,
100,21.71,5.1,4.91,127.12,
125,26.98,5.27,4.74,121.35,
150,32.38,5.41,4.63,113.42,
175,37.88,5.5,4.55,113.21,
200,43.45,5.57,4.49,114.29,
225,49.08,5.63,4.44,112.73,
250,54.76,5.68,4.4,112.99,
275,60.5,5.74,4.36,110.88,
300,66.31,5.81,4.3,111.94,
325,72.12,5.81,4.3,112.99,
350,77.94,5.82,4.3,112.78,
375,83.83,5.89,4.25,112.57,
400,89.72,5.9,4.24,113.85,
425,95.67,5.95,4.2,112.63,
450,101.67,6,4.17,112.99,
475,107.79,6.12,4.08,110.09,
500,114.1,6.31,3.96,109.09,
Av,,5.7,4.41,117.25,
