Race,,Dist,500,Time,112.8
Split,Time,Secs,Vel,SR,
25,7.16,7.16,3.49,121.21,
50,11.99,4.83,5.18,137.61,
75,16.82,4.83,5.17,134.83,
100,21.84,5.02,4.98,129.81,
125,27.05,5.21,4.8,124.22,
150,32.33,5.28,4.73,122.7,
175,37.76,5.43,4.61,120,
200,43.25,5.5,4.55,117.65,
225,48.86,5.6,4.46,116.63,
250,54.57,5.71,4.37,114.5,
275,60.28,5.71,4.38,112.57,
300,65.95,5.67,4.41,111.8,
325,71.77,5.82,4.3,110.91,
350,77.58,5.81,4.3,110.5,
375,83.33,5.75,4.35,111.94,
400,89.14,5.81,4.3,108.43,
425,94.99,5.85,4.27,108.5,
450,100.85,5.85,4.27,109.76,
475,106.75,5.9,4.24,106.76,
500,112.79,6.04,4.14,102.47,
Av,,5.64,4.47,116.64,
