Race,,Dist,200,Time,39.66
Split,Time,Secs,Vel,SR,
25,6.61,6.61,3.78,118.03,
50,10.97,4.36,5.74,146.34,
75,15.48,4.52,5.54,144.23,
100,20.17,4.69,5.33,140.85,
125,24.82,4.65,5.38,133.33,
150,29.55,4.73,5.28,127.06,
175,34.5,4.95,5.05,121.62,
200,39.65,5.15,4.86,116.63,
Av,,4.96,5.12,131.01,
